average_packet_size,packet_length_mean,subflow_fwd_bytes,total_fwd_packet_length,fwd_header_length, fwd_packet_length_max,packet_length_std,packet_length_variance,max_packet_length,init_win_bytes_fwd,flow_iat_max,fwd_iat_max,flow_duration,fwd_segment_size,fwd_packet_length_mean,flow_bytes_per_sec,fwd_iat_total,fwd_iat_mean,fwd_packets_per_second,avg_bwd_segment_size,Label
1242,1242,4968,4968,9744,1242,0,0,1242,0,0.000109434,0.000109434,0.000109673,1242,1242,45298483.2,0.000109673,0.0000366,36472.2087,0,BENIGN
1039.2,1039.2,5196,5196,10152,1242,405.6,164511.36,1242,0,0.000109434,0.000109434,0.000109673,1039.2,1039.2,47377399.1,0.000109673,0.0000274,45590.26087,0,BENIGN
528.7126437,528.7126437,33587,45998,87820,2866,648.658065,420757.2852,2866,65160,2.157356501,2.157356501,8.184461594,528.7126437,528.7126437,5620.161995,8.184461594,0.095168158,10.62989899,0,BENIGN
523.4772727,523.4772727,33655,46066,87908,2866,646.807966,418360.5449,2866,65160,2.157356501,2.157356501,8.184461832,523.4772727,523.4772727,5628.470258,8.184461832,0.094074274,10.75208142,0,BENIGN
518.3707865,518.3707865,33724,46135,87998,2866,644.9454011,415954.5704,2866,65160,2.157356501,2.157356501,8.184461832,518.3707865,518.3707865,5636.900867,8.184461832,0.093005248,10.87426416,0,BENIGN
521.5,521.5,7411,46935,89550,2866,642.0314158,412204.3389,2866,65160,2.157356501,2.157356501,8.184461832,521.5,521.5,5734.647062,8.184461832,0.091960245,10.99644691,0,BENIGN
520.3626374,520.3626374,7829,47353,90338,2866,638.5851896,407791.0443,2866,65160,2.157356501,2.157356501,8.18446207,520.3626374,520.3626374,5785.71928,8.18446207,0.090938467,11.11862933,0,BENIGN
660.5844156,660.5844156,49623,49623,95598,1399,602.2681448,362726.9182,1399,32120,2.113251209,2.113251209,8.249071121,652.9342105,652.9342105,6166.148801,8.249071121,0.109987615,9.213158534,1242,BENIGN
652.9615385,652.9615385,49689,49689,95682,1399,602.1220049,362550.9088,1399,32120,2.113251209,2.113251209,8.249291182,645.3116883,645.3116883,6173.984998,8.249291182,0.108543305,9.334135298,1242,BENIGN
912.6666667,912.6666667,1496,1496,2896,1399,580.3138997,336764.2222,1399,0,0.148230791,0.152849674,0.152849674,748,748,17913.02477,0.152849674,0.152849674,13.08475147,1242,BENIGN
662.4050633,662.4050633,51088,51088,98432,1399,604.0841906,364917.7093,1399,32120,2.113251209,2.113251209,8.255536556,654.974359,654.974359,6338.776365,8.255536556,0.10721476,9.448204786,1242,BENIGN
671.6125,671.6125,52487,52487,101182,1399,605.8494964,367053.6123,1399,32120,2.113251209,2.113251209,8.256541014,664.3924051,664.3924051,6507.446631,8.256541014,0.10585309,9.56817145,1242,BENIGN
680.5925926,680.5925926,53886,53886,103932,1399,607.4318491,368973.4513,1399,32120,2.113251209,2.113251209,8.260550499,673.575,673.575,6673.647235,8.260550499,0.10456393,9.684584582,1242,BENIGN
689.3536585,689.3536585,55285,55285,106682,1399,608.8440141,370691.0335,1399,32120,2.113251209,2.113251209,8.261338949,682.5308642,682.5308642,6842.353322,8.261338949,0.103266737,9.804706053,1242,BENIGN
697.9036145,697.9036145,56684,56684,109432,1399,610.0977132,372219.2196,1399,32120,2.113251209,2.113251209,8.269298792,691.2682927,691.2682927,7004.947029,8.269298792,0.102090109,9.916197499,1242,BENIGN
706.25,706.25,58083,58083,112182,1399,611.2037279,373569.997,1399,32120,2.113251209,2.113251209,8.280491352,699.7951807,699.7951807,7164.429921,8.280491352,0.100981602,10.02355977,1242,BENIGN
714.4,714.4,59482,59482,114932,1399,612.1719904,374754.5459,1399,32120,2.113251209,2.113251209,8.281896353,708.1190476,708.1190476,7332.13716,8.281896353,0.099781884,10.14260459,1242,BENIGN
722.3604651,722.3604651,60881,60881,117682,1399,613.0116641,375783.3003,1399,32120,2.113251209,2.113251209,8.286593914,716.2470588,716.2470588,7496.807572,8.286593914,0.098649928,10.25753173,1242,BENIGN
518.826087,518.826087,34103,47732,91048,2866,635.2742579,403573.3828,2866,65160,2.157356501,2.157356501,8.222960234,518.826087,518.826087,5804.722222,8.222960234,0.0903622,11.18818496,0,BENIGN
730.137931,730.137931,62280,62280,120432,1399,613.7312148,376666.004,1399,32120,2.113251209,2.113251209,8.287949324,724.1860465,724.1860465,7664.38084,8.287949324,0.097505286,10.37651132,1242,BENIGN
514.0860215,514.0860215,7907,47810,91156,2866,633.4831966,401300.9603,2866,65160,2.157356501,2.157356501,8.232074022,514.0860215,514.0860215,5807.770906,8.232074022,0.089479065,11.29727451,0,BENIGN
509.3404255,509.3404255,34171,47878,91244,2866,631.7643742,399126.2245,2866,65160,2.157356501,2.157356501,8.247815609,509.3404255,509.3404255,5804.930938,8.247815609,0.088686189,11.39695702,0,BENIGN
737.7386364,737.7386364,63679,63679,123182,1399,614.3384745,377411.7612,1399,32120,2.113251209,2.113251209,8.313052416,731.9425287,731.9425287,7809.526123,8.313052416,0.0966634,10.46546992,1242,BENIGN
745.1685393,745.1685393,65078,65078,125932,1399,614.840698,378029.084,1399,32120,2.113251209,2.113251209,8.31400013,739.5227273,739.5227273,7976.906298,8.31400013,0.09556322,10.58455601,1242,BENIGN
752.4333333,752.4333333,66477,66477,128682,1399,615.2446135,378525.9344,1399,32120,2.113251209,2.113251209,8.31453228,746.9325843,746.9325843,8144.655372,8.31453228,0.094483321,10.70414992,1242,BENIGN
504.6947368,504.6947368,34239,47946,91332,2866,630.0425729,396953.6437,2866,65160,2.157356501,2.157356501,8.250283718,504.6947368,504.6947368,5811.436508,8.250283718,0.087768976,11.51475552,0,BENIGN
500.1458333,500.1458333,34307,48014,91420,2866,628.3187882,394784.4996,2866,65160,2.157356501,2.157356501,8.254993439,500.1458333,500.1458333,5816.358348,8.254993439,0.086894668,11.62932481,0,BENIGN
759.5384615,759.5384615,67876,67876,131432,1399,615.5564678,378909.765,1399,32120,2.113251209,2.113251209,8.322523355,754.1777778,754.1777778,8304.933137,8.322523355,0.093511498,10.81402793,1242,BENIGN
495.7010309,495.7010309,34376,48083,91510,2866,626.5869118,392611.158,2866,65160,2.157356501,2.157356501,8.258816481,495.7010309,495.7010309,5822.020639,8.258816481,0.086029338,11.74502427,0,BENIGN
755.6195652,755.6195652,68275,68275,132182,1399,613.3422664,376188.7357,1399,32120,2.113251209,2.113251209,8.324320078,750.2747253,750.2747253,8351.072442,8.324320078,0.092492445,10.93182376,1242,BENIGN
717,717,1626,1626,3108,1399,606.1596324,367429.5,1399,0,0.148230791,0.152849674,0.225157022,542,542,12737.77726,0.225157022,0.112578511,13.32403479,1242,BENIGN
597.4,597.4,1745,1745,3298,1399,592.5877488,351160.24,1399,0,0.148230791,0.152849674,0.226197004,436.25,436.25,13205.30309,0.226197004,0.075399001,17.68370015,1242,BENIGN
748.6236559,748.6236559,68380,68380,132344,1399,613.7152664,376646.4283,1399,32120,2.113251209,2.113251209,8.327637196,743.2608696,743.2608696,8360.354608,8.327637196,0.091512497,11.0475514,1242,BENIGN
503.3163265,503.3163265,35618,49325,93946,2866,627.8775488,394230.2163,2866,65160,2.157356501,2.157356501,8.263964176,503.3163265,503.3163265,5968.685119,8.263964176,0.085195507,11.85871549,0,BENIGN
510.7777778,510.7777778,36860,50567,96382,2866,629.0501346,395704.0718,2866,65160,2.157356501,2.157356501,8.263965368,510.7777778,510.7777778,6118.975304,8.263965368,0.084326177,11.97972106,0,BENIGN
516.92,516.92,37985,51692,98584,2866,628.8735911,395481.9936,2866,65160,2.157356501,2.157356501,8.265780926,516.92,516.92,6253.734579,8.265780926,0.083492737,12.09807045,0,BENIGN
512.4752475,512.4752475,38053,51760,98672,2866,627.3291901,393541.9128,2866,65160,2.157356501,2.157356501,8.265781641,512.4752475,512.4752475,6261.960725,8.265781641,0.082657816,12.2190501,0,BENIGN
741.5957447,741.5957447,68468,68468,132472,1399,614.1929373,377232.9642,1399,32120,2.113251209,2.113251209,8.336164236,736.2150538,736.2150538,8362.359237,8.336164236,0.090610481,11.15621014,1242,BENIGN
508.1176471,508.1176471,38121,51828,98760,2866,625.7807248,391601.5156,2866,65160,2.157356501,2.157356501,8.283196926,508.1176471,508.1176471,6257.004447,8.283196926,0.082011851,12.31408608,0,BENIGN
734.7368421,734.7368421,68558,68558,132604,1399,614.5602315,377684.2781,1399,32120,2.113251209,2.113251209,8.375803471,729.3404255,729.3404255,8333.528866,8.375803471,0.090062403,11.22280392,1242,BENIGN
727.7708333,727.7708333,68624,68624,132688,1399,615.1097206,378359.9683,1399,32120,2.113251209,2.113251209,8.390298605,722.3578947,722.3578947,8326.998035,8.390298605,0.089258496,11.3226006,1242,BENIGN
503.8543689,503.8543689,38190,51897,98850,2866,624.2222875,389653.4642,2866,65160,2.157356501,2.157356501,8.391510487,503.8543689,503.8543689,6184.464654,8.391510487,0.082269711,12.27430987,0,BENIGN
499.6634615,499.6634615,38258,51965,98938,2866,622.668337,387715.8579,2866,65160,2.157356501,2.157356501,8.391510963,499.6634615,499.6634615,6192.56773,8.391510963,0.08147098,12.39347722,0,BENIGN
495.552381,495.552381,38326,52033,99026,2866,621.1127339,385781.0282,2866,65160,2.157356501,2.157356501,8.391511202,495.552381,495.552381,6200.670981,8.391511202,0.080687608,12.51264492,0,BENIGN
491.5283019,491.5283019,38395,52102,99116,2866,619.5497331,383841.8718,2866,65160,2.157356501,2.157356501,8.391511202,491.5283019,491.5283019,6208.893577,8.391511202,0.079919154,12.63181297,0,BENIGN
487.5700935,487.5700935,38463,52170,99204,2866,617.9929696,381915.3105,2866,65160,2.157356501,2.157356501,8.391511202,487.5700935,487.5700935,6216.997004,8.391511202,0.0791652,12.75098101,0,BENIGN
961.5,961.5,5769,5769,11250,1242,408.9978606,167279.25,1242,0,0.207049847,0.207049847,0.207159519,961.5,961.5,27848.1048,0.207159519,0.041431904,28.96318752,0,BENIGN
834,834,5838,5838,11340,1242,490.8357304,240919.7143,1242,0,0.207049847,0.207049847,0.207159519,834,834,28181.18145,0.207159519,0.034526587,33.79038543,0,BENIGN
738.375,738.375,5907,5907,11430,1242,524.2267967,274813.7344,1242,0,0.207049847,0.207049847,0.207159519,738.375,738.375,28514.25811,0.207159519,0.029594217,38.61758335,0,BENIGN
666.7777778,666.7777778,6001,6001,11570,1242,534.123743,285288.1728,1242,0,0.207049847,0.207049847,0.207244396,666.7777778,666.7777778,28956.15085,0.207244396,0.02590555,43.42698845,0,BENIGN
606.9,606.9,6069,6069,11658,1242,537.6127696,289027.49,1242,0,0.207049847,0.207049847,0.207244635,606.9,606.9,29284.23219,0.207244635,0.023027182,48.25215388,0,BENIGN
483.6851852,483.6851852,38531,52238,99292,2866,616.4364983,379993.9564,2866,65160,2.157356501,2.157356501,8.391596556,483.6851852,483.6851852,6225.037113,8.391596556,0.078426136,12.87001815,0,BENIGN
479.853211,479.853211,7973,52304,99376,2866,614.8932006,378093.6482,2866,65160,2.157356501,2.157356501,8.391596556,479.853211,479.853211,6232.902124,8.391596556,0.077699968,12.98918499,0,BENIGN
476.1090909,476.1090909,38599,52372,99464,2866,613.3387666,376184.4426,2866,65160,2.157356501,2.157356501,8.391596794,476.1090909,476.1090909,6241.005292,8.391596794,0.076987127,13.10835145,0,BENIGN
472.4414414,472.4414414,38668,52441,99554,2866,611.7802509,374275.0754,2866,65160,2.157356501,2.157356501,8.391596794,472.4414414,472.4414414,6249.227803,8.391596794,0.076287244,13.22751828,0,BENIGN
512.3333333,512.3333333,1832,1832,3424,1399,573.4241207,328815.2222,1399,0,0.148230791,0.152849674,0.356671095,366.4,366.4,8618.584584,0.356671095,0.089167774,14.01851754,1242,BENIGN
639,639,3231,3231,6174,1399,614.905103,378108.2857,1399,0,0.148230791,0.152849674,0.382380724,538.5,538.5,11697.76539,0.382380724,0.076476145,15.69116753,1242,BENIGN
734,734,4630,4630,8924,1399,627.709925,394019.75,1399,0,0.148230791,0.152849674,0.383191347,661.4285714,661.4285714,15323.93684,0.383191347,0.063865225,18.26763588,1242,BENIGN
807.8888889,807.8888889,6029,6029,11674,1399,627.6275336,393916.321,1399,0,0.148230791,0.152849674,0.383541822,753.625,753.625,18957.51539,0.383541822,0.054791689,20.85822075,1242,BENIGN
867,867,7428,7428,14424,1399,621.2662875,385971.8,1399,0,0.148230791,0.152849674,0.39139533,825.3333333,825.3333333,22151.51619,0.39139533,0.048924416,22.99465349,1242,BENIGN
915.3636364,915.3636364,8827,8827,17174,1399,611.7792639,374273.8678,1399,0,0.148230791,0.152849674,0.396698952,882.7,882.7,25381.96775,0.396698952,0.044077661,25.20803233,1242,BENIGN
468.8125,468.8125,8039,52507,99638,2866,610.2418509,372395.1166,2866,65160,2.157356501,2.157356501,8.435796499,468.8125,468.8125,6224.308517,8.435796499,0.075998167,13.2767546,0,BENIGN
465.2477876,465.2477876,8105,52573,99722,2866,608.7058306,370522.7882,2866,65160,2.157356501,2.157356501,8.436352968,465.2477876,465.2477876,6231.721242,8.436352968,0.07532458,13.39441349,0,BENIGN
720.9484536,720.9484536,68690,68690,132772,1399,615.5710009,378927.6571,1399,32120,2.113251209,2.113251209,8.50095439,715.5208333,715.5208333,8226.370452,8.50095439,0.08948373,11.29284967,1242,BENIGN
955.6666667,955.6666667,10226,10226,19924,1399,600.7928558,360952.0556,1399,0,0.148230791,0.152849674,0.403833389,929.6363636,929.6363636,28397.84997,0.403833389,0.040383339,27.23895619,1242,BENIGN
557.9090909,557.9090909,6137,6137,11746,1242,535.4935624,286753.3554,1242,0,0.207049847,0.207049847,0.259432316,557.9090909,557.9090909,23655.49558,0.259432316,0.025943232,42.40026908,0,BENIGN
989.7692308,989.7692308,11625,11625,22674,1399,589.1878574,347142.3314,1399,0,0.148230791,0.152849674,0.411991596,968.75,968.75,31231.21956,0.411991596,0.037453781,29.12680771,1242,BENIGN
1019,1019,13024,13024,25424,1399,577.4548838,333454.1429,1399,0,0.148230791,0.152849674,0.42380476,1001.846154,1001.846154,33661.72669,0.42380476,0.035317063,30.6745021,1242,BENIGN
1044.333333,1044.333333,14423,14423,28174,1399,565.8699105,320208.7556,1399,0,0.148230791,0.152849674,0.425361156,1030.214286,1030.214286,36827.52824,0.425361156,0.032720089,32.91320749,1242,BENIGN
1056.8125,1056.8125,15667,15667,30614,1399,550.0287741,302531.6523,1399,0,0.148230791,0.152849674,0.426156759,1044.466667,1044.466667,39677.88761,0.426156759,0.030439769,35.19831535,1242,BENIGN
517.1666667,517.1666667,6206,6206,11836,1242,530.2043369,281116.6389,1242,0,0.207049847,0.207049847,0.293642759,517.1666667,517.1666667,21134.52419,0.293642759,0.026694796,40.86598296,0,BENIGN
1076.941176,1076.941176,17066,17066,33364,1399,539.6464497,291218.2907,1399,0,0.148230791,0.152849674,0.459661722,1066.625,1066.625,39829.28992,0.459661722,0.030644115,34.80820618,1242,BENIGN
1094.833333,1094.833333,18465,18465,36114,1399,529.6052251,280481.6944,1399,0,0.148230791,0.152849674,0.460168839,1086.176471,1086.176471,42825.58564,0.460168839,0.028760552,36.94296219,1242,BENIGN
482.6923077,482.6923077,6275,6275,11926,1242,523.2151175,273754.0592,1242,0,0.207049847,0.207049847,0.407892704,482.6923077,482.6923077,15383.94764,0.407892704,0.033991059,31.87112658,0,BENIGN
453.0714286,453.0714286,6343,6343,12014,1242,515.3701117,265606.352,1242,0,0.207049847,0.207049847,0.407893419,453.0714286,453.0714286,15550.63088,0.407893419,0.031376417,34.32269151,0,BENIGN
427.4,427.4,6411,6411,12102,1242,507.0755105,257125.5733,1242,0,0.207049847,0.207049847,0.407893419,427.4,427.4,15717.34109,0.407893419,0.029135244,36.77431234,0,BENIGN
404.9375,404.9375,6479,6479,12190,1242,498.6217841,248623.6836,1242,0,0.207049847,0.207049847,0.407893419,404.9375,404.9375,15884.05131,0.407893419,0.027192895,39.22593316,0,BENIGN
464.1929825,464.1929825,39013,52918,100364,2866,606.1339073,367398.3136,2866,65160,2.157356501,2.157356501,8.592245579,464.1929825,464.1929825,6158.80907,8.592245579,0.076037571,13.2677772,0,BENIGN
385.1176471,385.1176471,6547,6547,12278,1242,490.187705,240283.9862,1242,0,0.207049847,0.207049847,0.407893658,385.1176471,385.1176471,16050.75214,0.407893658,0.025493354,41.67752962,0,BENIGN
367.5,367.5,6615,6615,12366,1242,481.8831405,232211.3611,1242,0,0.207049847,0.207049847,0.407893658,367.5,367.5,16217.46226,0.407893658,0.023993745,44.12914901,0,BENIGN
351.7368421,351.7368421,6683,6683,12454,1242,473.7745236,224462.2992,1242,0,0.207049847,0.207049847,0.407893658,351.7368421,351.7368421,16384.17238,0.407893658,0.022660759,46.5807684,0,BENIGN
337.55,337.55,6751,6751,12542,1242,465.9004695,217063.2475,1242,0,0.207049847,0.207049847,0.408020973,337.55,337.55,16545.7181,0.408020973,0.021474788,49.01708812,0,BENIGN
324.7142857,324.7142857,6819,6819,12630,1242,458.2815877,210022.0136,1242,0,0.207049847,0.207049847,0.408021212,324.7142857,324.7142857,16712.36643,0.408021212,0.020401061,51.46791246,0,BENIGN
339.3636364,339.3636364,7466,7466,13876,1242,452.7496344,204982.2314,1242,0,0.207049847,0.207049847,0.408021212,339.3636364,339.3636364,18298.0683,0.408021212,0.019429582,53.91876543,0,BENIGN
1374.5,1374.5,2749,2749,5402,2683,1308.5,1712172.25,2683,42,4.192536831,4.192536831,4.192536831,1374.5,1374.5,655.6889327,4.192536831,4.192536831,0.477038147,0,BENIGN
464.1913043,464.1913043,39477,53382,101244,2866,603.4927887,364203.546,2866,65160,2.157356501,2.157356501,8.592373371,464.1913043,464.1913043,6212.718849,8.592373371,0.075371696,13.38396215,0,BENIGN
150.6,150.6,679,679,1166,473,161.2396973,25998.24,473,32120,4.257975101,4.257975101,4.338466406,169.75,169.75,173.5636351,4.338466406,1.446155469,0.921984781,74,BENIGN
714.4795918,714.4795918,68777,68777,132898,1399,615.7273156,379120.1271,1399,32120,2.113251209,2.113251209,8.667607784,709.0412371,709.0412371,8078.238165,8.667607784,0.090287581,11.19109245,1242,BENIGN
463.612069,463.612069,39874,53779,101990,2866,600.9180013,361102.4443,2866,65160,2.157356501,2.157356501,8.603901148,463.612069,463.612069,6250.536713,8.603901148,0.074816532,13.48225625,0,BENIGN
1110.842105,1110.842105,19864,19864,38864,1399,519.935144,270332.554,1399,0,0.148230791,0.152849674,0.567944527,1103.555556,1103.555556,37162.08011,0.567944527,0.033408502,31.69323614,1242,BENIGN
1119.55,1119.55,21149,21149,41386,1399,508.1895783,258256.6475,1399,0,0.148230791,0.152849674,0.568327188,1113.105263,1113.105263,39398.07993,0.568327188,0.031573733,33.43144651,1242,BENIGN
1070.333333,1070.333333,21235,21235,41510,1399,542.5903772,294404.3175,1399,0,0.148230791,0.152849674,0.598130226,1061.75,1061.75,37578.77301,0.598130226,0.031480538,33.43753438,1242,BENIGN
708.1515152,708.1515152,68865,68865,133026,1399,615.8043498,379214.9972,1399,32120,2.113251209,2.113251209,8.707041502,702.7040816,702.7040816,8051.759026,8.707041502,0.089763314,11.25525817,1242,BENIGN
327.5652174,327.5652174,7534,7534,13964,1242,446.242557,199132.4197,1242,0,0.207049847,0.207049847,0.460355282,327.5652174,327.5652174,16365.62085,0.460355282,0.02092524,49.96141221,0,BENIGN
