average_packet_size,packet_length_mean,subflow_fwd_bytes,total_fwd_packet_length,fwd_header_length, fwd_packet_length_max,packet_length_std,packet_length_variance,max_packet_length,init_win_bytes_fwd,flow_iat_max,fwd_iat_max,flow_duration,fwd_segment_size,fwd_packet_length_mean,flow_bytes_per_sec,fwd_iat_total,fwd_iat_mean,fwd_packets_per_second,avg_bwd_segment_size,Label
54,54,54,3996,4440,54,0,0,54,0,0.004495382,0.004495382,0.022622108,54,54,176641.3598,0.022622108,0.000309892,3271.136293,0,DOS
54,54,54,4050,4500,54,0,0,54,0,0.004495382,0.004495382,0.023555756,54,54,171932.502,0.023555756,0.000318321,3183.935223,0,DOS
54,54,54,4104,4560,54,0,0,54,0,0.004495382,0.004495382,0.023592949,54,54,173950.2771,0.023592949,0.000314573,3221.301427,0,DOS
54,54,54,4158,4620,54,0,0,54,0,0.004495382,0.004495382,0.024451971,54,54,170047.6412,0.024451971,0.000321736,3149.030392,0,DOS
54,54,54,4212,4680,54,0,0,54,0,0.004495382,0.004495382,0.025256157,54,54,166771.2159,0.025256157,0.000328002,3088.355851,0,DOS
54,54,54,4266,4740,54,0,0,54,0,0.004495382,0.004495382,0.027157307,54,54,157084.7968,0.027157307,0.000348171,2908.977718,0,DOS
54,54,54,4320,4800,54,0,0,54,0,0.004495382,0.004495382,0.027411222,54,54,157599.6841,0.027411222,0.000346977,2918.512668,0,DOS
54,54,54,4374,4860,54,0,0,54,0,0.004495382,0.004495382,0.027776957,54,54,157468.6554,0.027776957,0.000347212,2916.086211,0,DOS
54,54,54,4428,4920,54,0,0,54,0,0.004495382,0.004495382,0.028109312,54,54,157527.868,0.028109312,0.000347029,2917.182741,0,DOS
54,54,54,4482,4980,54,0,0,54,0,0.004495382,0.004495382,0.028469563,54,54,157431.2916,0.028469563,0.00034719,2915.394289,0,DOS
54,54,54,4536,5040,54,0,0,54,0,0.004495382,0.004495382,0.028781176,54,54,157603.0132,0.028781176,0.000346761,2918.574318,0,DOS
54,54,54,4590,5100,54,0,0,54,0,0.004495382,0.004495382,0.029718399,54,54,154449.7734,0.029718399,0.00035379,2860.18099,0,DOS
54,54,54,4644,5160,54,0,0,54,0,0.004495382,0.004495382,0.030828714,54,54,150638.7825,0.030828714,0.000362691,2789.607084,0,DOS
54,54,54,4698,5220,54,0,0,54,0,0.004495382,0.004495382,0.031573296,54,54,148796.6306,0.031573296,0.000367131,2755.493159,0,DOS
54,54,54,4752,5280,54,0,0,54,0,0.004495382,0.004495382,0.031603098,54,54,150365.0058,0.031603098,0.000363254,2784.537144,0,DOS
54,54,54,4806,5340,54,0,0,54,0,0.004495382,0.004495382,0.032280445,54,54,148882.7055,0.032280445,0.000366823,2757.087138,0,DOS
54,54,54,4860,5400,54,0,0,54,0,0.004495382,0.004495382,0.033671618,54,54,144335.2105,0.033671618,0.000378333,2672.874268,0,DOS
54,54,54,4914,5460,54,0,0,54,0,0.004495382,0.004495382,0.033706665,54,54,145787.1906,0.033706665,0.000374519,2699.762789,0,DOS
59.91304348,59.91304348,4080,4080,4896,60,0.717061848,0.514177694,60,512,0.016838312,0.016838312,0.034500122,60,60,119825.663,0.034500122,0.000514927,1971.007519,54,DOS
54,54,54,4968,5520,54,0,0,54,0,0.004495382,0.004495382,0.03559041,54,54,139588.1634,0.03559041,0.000391103,2584.965989,0,DOS
54,54,54,5022,5580,54,0,0,54,0,0.004495382,0.004495382,0.036232471,54,54,138604.9529,0.036232471,0.000393831,2566.758387,0,DOS
54,54,54,5076,5640,54,0,0,54,0,0.004495382,0.004495382,0.036263466,54,54,139975.5891,0.036263466,0.00038993,2592.140539,0,DOS
59.91428571,59.91428571,4140,4140,4968,60,0.711996331,0.506938776,60,512,0.016838312,0.016838312,0.03736639,60,60,112239.9026,0.03736639,0.000549506,1846.579227,54,DOS
54,54,54,5130,5700,54,0,0,54,0,0.004495382,0.004495382,0.037841797,54,54,135564.3871,0.037841797,0.000402572,2510.451613,0,DOS
54,54,54,5184,5760,54,0,0,54,0,0.004495382,0.004495382,0.038743734,54,54,133802.2802,0.038743734,0.000407829,2477.820003,0,DOS
54,54,54,5238,5820,54,0,0,54,0,0.004495382,0.004495382,0.039760113,54,54,131740.069,0.039760113,0.000414168,2439.630908,0,DOS
54,54,54,5292,5880,54,0,0,54,0,0.004495382,0.004495382,0.041047573,54,54,128923.5782,0.041047573,0.000423171,2387.473671,0,DOS
54,54,54,5346,5940,54,0,0,54,0,0.004495382,0.004495382,0.042365789,54,54,126186.7199,0.042365789,0.000432304,2336.791108,0,DOS
59.91549296,59.91549296,4200,4200,5040,60,0.707036642,0.499900813,60,512,0.016838312,0.016838312,0.043255091,60,60,98346.80566,0.043255091,0.000626885,1618.306628,54,DOS
59.91666667,59.91666667,4260,4260,5112,60,0.702179148,0.493055556,60,512,0.016838312,0.016838312,0.046267748,60,60,93239.89599,0.046267748,0.000660968,1534.546272,54,DOS
59.91780822,59.91780822,4320,4320,5184,60,0.697420387,0.486395196,60,512,0.016838312,0.016838312,0.046267748,60,60,94536.69566,0.046267748,0.000651658,1556.159599,54,DOS
59.91891892,59.91891892,4380,4380,5256,60,0.69275706,0.479912345,60,512,0.016838312,0.016838312,0.046741962,60,60,94861.22895,0.046741962,0.000649194,1561.765835,54,DOS
54,54,54,5400,6000,54,0,0,54,0,0.004900932,0.004900932,0.047266722,54,54,114245.283,0.047266722,0.000477442,2115.653389,0,DOS
59.92,59.92,4440,4440,5328,60,0.688186021,0.4736,60,512,0.016838312,0.016838312,0.054203272,60,60,82910.12415,0.054203272,0.000742511,1365.231239,54,DOS
59.92105263,59.92105263,4500,4500,5400,60,0.683704266,0.467451524,60,512,0.016838312,0.016838312,0.05420351,60,60,84016.69885,0.05420351,0.00073248,1383.674223,54,DOS
59.92207792,59.92207792,4560,4560,5472,60,0.679308926,0.461460617,60,512,0.016838312,0.016838312,0.05420351,60,60,85123.63823,0.05420351,0.000722713,1402.123213,54,DOS
59.92307692,59.92307692,4620,4620,5544,60,0.674997261,0.455621302,60,512,0.016838312,0.016838312,0.05420351,60,60,86230.5776,0.05420351,0.000713204,1420.572203,54,DOS
59.92405063,59.92405063,4680,4680,5616,60,0.670766648,0.449927896,60,512,0.016838312,0.016838312,0.054749012,60,60,86467.31379,0.054749012,0.000711026,1424.683244,54,DOS
54,54,54,5454,6060,54,0,0,54,0,0.007806063,0.007806063,0.055072784,54,54,99032.58128,0.055072784,0.000550728,1833.93669,0,DOS
54,54,54,5508,6120,54,0,0,54,0,0.007806063,0.007806063,0.055104256,54,54,99955.98221,0.055104256,0.000545587,1851.036708,0,DOS
59.925,59.925,4740,4740,5688,60,0.666614581,0.444375,60,512,0.016838312,0.016838312,0.0558846,60,60,85783.91949,0.0558846,0.000716469,1413.627376,54,DOS
54,54,54,5562,6180,54,0,0,54,0,0.007806063,0.007806063,0.057328701,54,54,97019.46671,0.057328701,0.000562046,1796.656791,0,DOS
54,54,54,5616,6240,54,0,0,54,0,0.007806063,0.007806063,0.057703972,54,54,97324.32307,0.057703972,0.000560233,1802.302279,0,DOS
59.92592593,59.92592593,4800,4800,5760,60,0.66253866,0.438957476,60,512,0.016838312,0.016838312,0.058109999,60,60,83531.23573,0.058109999,0.00073557,1376.699394,54,DOS
59.92682927,59.92682927,4860,4860,5832,60,0.658536585,0.433670434,60,512,0.016838312,0.016838312,0.058643818,60,60,83793.99868,0.058643818,0.000733048,1381.219759,54,DOS
54,54,54,5670,6300,54,0,0,54,0,0.007806063,0.007806063,0.059123516,54,54,95900.927,0.059123516,0.000568495,1775.943093,0,DOS
54,54,54,5724,6360,54,0,0,54,0,0.007806063,0.007806063,0.060128689,54,54,95195.82271,0.060128689,0.000572654,1762.885606,0,DOS
54,54,54,5778,6420,54,0,0,54,0,0.007806063,0.007806063,0.060242176,54,54,95912.86999,0.060242176,0.000568322,1776.164259,0,DOS
54,54,54,5832,6480,54,0,0,54,0,0.007806063,0.007806063,0.061491013,54,54,94843.12838,0.061491013,0.000574682,1756.354229,0,DOS
59.92771084,59.92771084,4920,4920,5904,60,0.654606155,0.428509218,60,512,0.016838312,0.016838312,0.063241482,60,60,78650.90855,0.063241482,0.000780759,1296.61731,54,DOS
59.92857143,59.92857143,4980,4980,5976,60,0.650745256,0.423469388,60,512,0.016838312,0.016838312,0.063555956,60,60,79205.7948,0.063555956,0.000775073,1305.93583,54,DOS
54,54,54,5886,6540,54,0,0,54,0,0.007806063,0.007806063,0.064407349,54,54,91387.08742,0.064407349,0.000596364,1692.353471,0,DOS
54,54,54,5940,6600,54,0,0,54,0,0.007806063,0.007806063,0.064446211,54,54,92169.88742,0.064446211,0.00059125,1706.849767,0,DOS
59.92941176,59.92941176,5040,5040,6048,60,0.646951863,0.418546713,60,512,0.016838312,0.016838312,0.066449881,60,60,76659.27996,0.066449881,0.000800601,1264.110624,54,DOS
54,54,54,5994,6660,54,0,0,54,0,0.007806063,0.007806063,0.067861319,54,54,88327.19618,0.067861319,0.000616921,1635.688818,0,DOS
54,54,54,6048,6720,54,0,0,54,0,0.007806063,0.007806063,0.068623781,54,54,88132.7128,0.068623781,0.000618232,1632.087274,0,DOS
54,54,54,6102,6780,54,0,0,54,0,0.007806063,0.007806063,0.069731712,54,54,87506.81426,0.069731712,0.000622605,1620.49656,0,DOS
54,54,54,6156,6840,54,0,0,54,0,0.007806063,0.007806063,0.070411921,54,54,87428.37792,0.070411921,0.000623114,1619.044036,0,DOS
59.93023256,59.93023256,5100,5100,6120,60,0.643224032,0.413737155,60,512,0.016838312,0.016838312,0.071828842,60,60,71753.90616,0.071828842,0.000855105,1183.36865,54,DOS
59.93103448,59.93103448,5160,5160,6192,60,0.639559896,0.409036861,60,512,0.016838312,0.016838312,0.072415829,60,60,72000.83315,0.072415829,0.000851951,1187.585664,54,DOS
54,54,54,6210,6900,54,0,0,54,0,0.007806063,0.007806063,0.073028326,54,54,85035.49701,0.073028326,0.000640599,1574.731426,0,DOS
54,54,54,6264,6960,54,0,0,54,0,0.007806063,0.007806063,0.073614836,54,54,85091.54353,0.073614836,0.000640129,1575.769325,0,DOS
54,54,54,6318,7020,54,0,0,54,0,0.007806063,0.007806063,0.074423552,54,54,84892.48185,0.074423552,0.000641582,1572.082997,0,DOS
59.93181818,59.93181818,5220,5220,6264,60,0.635957663,0.404442149,60,512,0.016838312,0.016838312,0.075141668,60,60,70187.42221,0.075141668,0.00087374,1157.812994,54,DOS
59.93258427,59.93258427,5280,5280,6336,60,0.632415608,0.399949501,60,512,0.016838312,0.016838312,0.075773239,60,60,70394.24553,0.075773239,0.000870957,1161.359881,54,DOS
54,54,54,6372,7080,54,0,0,54,0,0.007806063,0.007806063,0.076218367,54,54,83601.89653,0.076218367,0.000651439,1548.183269,0,DOS
54,54,54,6426,7140,54,0,0,54,0,0.007806063,0.007806063,0.077658176,54,54,82747.24306,0.077658176,0.00065812,1532.356353,0,DOS
54,54,54,6480,7200,54,0,0,54,0,0.007806063,0.007806063,0.080234528,54,54,80763.23492,0.080234528,0.00067424,1495.615461,0,DOS
54,54,54,6534,7260,54,0,0,54,0,0.007806063,0.007806063,0.080839634,54,54,80826.6896,0.080839634,0.000673664,1496.790548,0,DOS
54,54,54,6588,7320,54,0,0,54,0,0.007806063,0.007806063,0.080877781,54,54,81456.24083,0.080877781,0.000668411,1508.448904,0,DOS
59.93333333,59.93333333,5340,5340,6408,60,0.628932075,0.395555556,60,512,0.016838312,0.016838312,0.082801819,60,60,65143.49654,0.082801819,0.00094093,1074.855616,54,DOS
54,54,54,6642,7380,54,0,0,54,0,0.007806063,0.007806063,0.082909107,54,54,80111.82636,0.082909107,0.000679583,1483.55234,0,DOS
54,54,54,6696,7440,54,0,0,54,0,0.007806063,0.007806063,0.084275723,54,54,79453.48673,0.084275723,0.000685168,1471.360865,0,DOS
54,54,54,6750,7500,54,0,0,54,0,0.007806063,0.007806063,0.084314108,54,54,80057.77643,0.084314108,0.000679952,1482.551415,0,DOS
54,54,54,6804,7560,54,0,0,54,0,0.007806063,0.007806063,0.085205317,54,54,79854.17197,0.085205317,0.000681643,1478.780962,0,DOS
54,54,54,6858,7620,54,0,0,54,0,0.007806063,0.007806063,0.085912943,54,54,79824.99225,0.085912943,0.000681849,1478.240597,0,DOS
54,54,54,6912,7680,54,0,0,54,0,0.007806063,0.007806063,0.086766243,54,54,79662.31754,0.086766243,0.000683199,1475.228103,0,DOS
54,54,54,6966,7740,54,0,0,54,0,0.007806063,0.007806063,0.087231159,54,54,79856.78584,0.087231159,0.000681493,1478.829367,0,DOS
54,54,54,7020,7800,54,0,0,54,0,0.007806063,0.007806063,0.087622643,54,54,80116.27815,0.087622643,0.000679245,1483.634781,0,DOS
54,54,54,7074,7860,54,0,0,54,0,0.007806063,0.007806063,0.088167429,54,54,80233.71082,0.088167429,0.000678211,1485.80946,0,DOS
54,54,54,7128,7920,54,0,0,54,0,0.007806063,0.007806063,0.088604927,54,54,80446.9936,0.088604927,0.000676373,1489.759141,0,DOS
54,54,54,7182,7980,54,0,0,54,0,0.007806063,0.007806063,0.089338303,54,54,80391.05053,0.089338303,0.000676805,1488.723158,0,DOS
54,54,54,7236,8040,54,0,0,54,0,0.007806063,0.007806063,0.089870691,54,54,80515.68198,0.089870691,0.000675719,1491.031148,0,DOS
54,54,54,7290,8100,54,0,0,54,0,0.007806063,0.007806063,0.09070015,54,54,80374.72967,0.09070015,0.000676867,1488.42092,0,DOS
54,54,54,7344,8160,54,0,0,54,0,0.007806063,0.007806063,0.09073472,54,54,80939.24775,0.09073472,0.000672109,1498.874958,0,DOS
54,54,54,7398,8220,54,0,0,54,0,0.007806063,0.007806063,0.091225386,54,54,81095.84789,0.091225386,0.000670775,1501.774961,0,DOS
54,54,54,7452,8280,54,0,0,54,0,0.007806063,0.007806063,0.091759682,54,54,81212.13873,0.091759682,0.000669779,1503.928495,0,DOS
59.93406593,59.93406593,5400,5400,6480,60,0.625505471,0.391257095,60,512,0.016838312,0.016838312,0.092236757,60,60,59130.43954,0.092236757,0.001036368,975.7498275,54,DOS
54,54,54,7506,8340,54,0,0,54,0,0.007806063,0.007806063,0.09252739,54,54,81121.9255,0.09252739,0.000670488,1502.25788,0,DOS
54,54,54,7560,8400,54,0,0,54,0,0.007806063,0.007806063,0.092557907,54,54,81678.59707,0.092557907,0.000665884,1512.566612,0,DOS
54,54,54,7614,8460,54,0,0,54,0,0.007806063,0.007806063,0.093090296,54,54,81791.55448,0.093090296,0.000664931,1514.658416,0,DOS
54,54,54,7668,8520,54,0,0,54,0,0.007806063,0.007806063,0.093521357,54,54,81991.96718,0.093521357,0.000663272,1518.369763,0,DOS
54,54,54,7722,8580,54,0,0,54,0,0.007806063,0.007806063,0.093552828,54,54,82541.59899,0.093552828,0.000658823,1528.54813,0,DOS
54,54,54,7776,8640,54,0,0,54,0,0.007806063,0.007806063,0.093975306,54,54,82745.14197,0.093975306,0.00065717,1532.317444,0,DOS
54,54,54,7830,8700,54,0,0,54,0,0.007806063,0.007806063,0.094434023,54,54,82915.03167,0.094434023,0.000655792,1535.463549,0,DOS
59.93478261,59.93478261,5460,5460,6552,60,0.622134262,0.38705104,60,512,0.016838312,0.016838312,0.094930172,60,60,58084.79945,0.094930172,0.00105478,958.599338,54,DOS
54,54,54,7884,8760,54,0,0,54,0,0.007806063,0.007806063,0.097581148,54,54,80794.29428,0.097581148,0.000672973,1496.190635,0,DOS
59.93548387,59.93548387,5520,5520,6624,60,0.618816971,0.382934443,60,512,0.016838312,0.016838312,0.099430323,60,60,56059.35746,0.099430323,0.001092641,925.2710597,54,DOS
54,54,54,7938,8820,54,0,0,54,0,0.007806063,0.007806063,0.099977732,54,54,79397.68051,0.099977732,0.000684779,1470.327417,0,DOS
59.93617021,59.93617021,5580,5580,6696,60,0.615552176,0.378904482,60,512,0.016838312,0.016838312,0.100404024,60,60,56113.28878,0.100404024,0.001091348,926.2576955,54,DOS
59.93684211,59.93684211,5640,5640,6768,60,0.612338508,0.374958449,60,512,0.016838312,0.016838312,0.105400801,60,60,54022.36,0.105400801,0.001133342,891.8338321,54,DOS
54,54,54,7992,8880,54,0,0,54,0,0.008398533,0.008398533,0.108376265,54,54,73743.08417,0.108376265,0.000737254,1365.61267,0,DOS
54,54,54,8046,8940,54,0,0,54,0,0.008398533,0.008398533,0.111186504,54,54,72364.89757,0.111186504,0.00075126,1340.090696,0,DOS
54,54,54,8100,9000,54,0,0,54,0,0.008398533,0.008398533,0.113710403,54,54,71233.58774,0.113710403,0.000763157,1319.140514,0,DOS
54,54,54,8154,9060,54,0,0,54,0,0.008398533,0.008398533,0.113748312,54,54,71684.58025,0.113748312,0.000758322,1327.492227,0,DOS
54,54,54,8208,9120,54,0,0,54,0,0.008398533,0.008398533,0.11625886,54,54,70601.07097,0.11625886,0.000769926,1307.42724,0,DOS
54,54,54,8262,9180,54,0,0,54,0,0.008398533,0.008398533,0.118534803,54,54,69701.04782,0.118534803,0.000779834,1290.760145,0,DOS
59.9375,59.9375,5700,5700,6840,60,0.609174647,0.37109375,60,512,0.016838312,0.016838312,0.118658066,60,60,48492.27873,0.118658066,0.00126232,800.6198261,54,DOS
54,54,54,8316,9240,54,0,0,54,0,0.008398533,0.008398533,0.119664669,54,54,69494.1963,0.119664669,0.000782122,1286.929561,0,DOS
54,54,54,8370,9300,54,0,0,54,0,0.008398533,0.008398533,0.120652914,54,54,69372.54741,0.120652914,0.00078346,1284.676804,0,DOS
54,54,54,8424,9360,54,0,0,54,0,0.008398533,0.008398533,0.122033119,54,54,69030.44071,0.122033119,0.00078731,1278.341495,0,DOS
54,54,54,8478,9420,54,0,0,54,0,0.008398533,0.008398533,0.123039961,54,54,68904.44324,0.123039961,0.000788718,1276.008208,0,DOS
59.93814433,59.93814433,5760,5760,6912,60,0.606059318,0.367307897,60,512,0.016838312,0.016838312,0.123953819,60,60,46904.56522,0.123953819,0.001304777,774.481985,54,DOS
54,54,54,8532,9480,54,0,0,54,0,0.008398533,0.008398533,0.125766277,54,54,67840.12521,0.125766277,0.000801059,1256.298615,0,DOS
59.93877551,59.93877551,5820,5820,6984,60,0.602991294,0.363598501,60,512,0.016838312,0.016838312,0.127887249,60,60,45931.08419,0.127887249,0.001332159,758.4806207,54,DOS
54,54,54,8586,9540,54,0,0,54,0,0.008398533,0.008398533,0.131440639,54,54,65322.26283,0.131440639,0.000831903,1209.671534,0,DOS
54,54,54,8640,9600,54,0,0,54,0,0.008398533,0.008398533,0.132531166,54,54,65192.21294,0.132531166,0.000833529,1207.263203,0,DOS
54,54,54,8694,9660,54,0,0,54,0,0.008398533,0.008398533,0.134166956,54,54,64799.86028,0.134166956,0.000838543,1199.997413,0,DOS
54,54,54,8748,9720,54,0,0,54,0,0.008398533,0.008398533,0.134205341,54,54,65183.69472,0.134205341,0.000833574,1207.105458,0,DOS
54,54,54,8802,9780,54,0,0,54,0,0.008398533,0.008398533,0.135301352,54,54,65054.78252,0.135301352,0.000835194,1204.718195,0,DOS
59.93939394,59.93939394,5880,5880,7056,60,0.59996939,0.359963269,60,512,0.016838312,0.016838312,0.13608551,60,60,43604.93626,0.13608551,0.001402943,720.1354488,54,DOS
54,54,54,8856,9840,54,0,0,54,0,0.008398533,0.008398533,0.137663126,54,54,64330.95236,0.137663126,0.000844559,1191.313933,0,DOS
54,54,54,8910,9900,54,0,0,54,0,0.008398533,0.008398533,0.138814926,54,54,64186.18118,0.138814926,0.000846432,1188.632985,0,DOS
54,54,54,8964,9960,54,0,0,54,0,0.008398533,0.008398533,0.142160654,54,54,63055.42176,0.142160654,0.00086158,1167.692996,0,DOS
54,54,54,9018,10020,54,0,0,54,0,0.008398533,0.008398533,0.143511772,54,54,62838.0506,0.143511772,0.000864529,1163.667604,0,DOS
54,54,54,9072,10080,54,0,0,54,0,0.008398533,0.008398533,0.144365549,54,54,62840.47723,0.144365549,0.000864464,1163.712541,0,DOS
54,54,54,9126,10140,54,0,0,54,0,0.008398533,0.008398533,0.146842718,54,54,62148.12771,0.146842718,0.000874064,1150.891254,0,DOS
54,54,54,9180,10200,54,0,0,54,0,0.008398533,0.008398533,0.14959693,54,54,61364.89584,0.14959693,0.000885189,1136.38696,0,DOS
54,54,54,9234,10260,54,0,0,54,0,0.008398533,0.008398533,0.150965929,54,54,61166.11913,0.150965929,0.000888035,1132.70591,0,DOS
59.94,59.94,5940,5940,7128,60,0.596992462,0.3564,60,512,0.016838312,0.016838312,0.152153254,60,60,39394.49115,0.152153254,0.001552584,650.6597637,54,DOS
54,54,54,9288,10320,54,0,0,54,0,0.008398533,0.008398533,0.152923822,54,54,60736.12243,0.152923822,0.000894291,1124.743008,0,DOS
54,54,54,9342,10380,54,0,0,54,0,0.008398533,0.008398533,0.15395999,54,54,60678.10233,0.15395999,0.000895116,1123.668562,0,DOS
54,54,54,9396,10440,54,0,0,54,0,0.008398533,0.008398533,0.15493989,54,54,60642.87257,0.15493989,0.000895606,1123.016159,0,DOS
54,54,54,9450,10500,54,0,0,54,0,0.008398533,0.008398533,0.157206774,54,54,60111.91359,0.157206774,0.000903487,1113.183585,0,DOS
54,54,54,9504,10560,54,0,0,54,0,0.008398533,0.008398533,0.157740116,54,54,60251.00167,0.157740116,0.000901372,1115.75929,0,DOS
54,54,54,9558,10620,54,0,0,54,0,0.008398533,0.008398533,0.158607721,54,54,60261.88334,0.158607721,0.00090118,1115.960803,0,DOS
54,54,54,9612,10680,54,0,0,54,0,0.008398533,0.008398533,0.159803391,54,54,60148.91155,0.159803391,0.000902844,1113.868732,0,DOS
59.94059406,59.94059406,6000,6000,7200,60,0.594059406,0.352906578,60,512,0.016838312,0.016838312,0.160685539,60,60,37676.07234,0.160685539,0.001623086,622.3335371,54,DOS
54,54,54,9666,10740,54,0,0,54,0,0.008398533,0.008398533,0.161724806,54,54,59768.19666,0.161724806,0.000908566,1106.818457,0,DOS
54,54,54,9720,10800,54,0,0,54,0,0.008398533,0.008398533,0.162797451,54,54,59706.09453,0.162797451,0.000909483,1105.668417,0,DOS
59.94117647,59.94117647,6060,6060,7272,60,0.591169154,0.349480969,60,512,0.016838312,0.016838312,0.163924694,60,60,37297.61422,0.163924694,0.001639247,616.1365777,54,DOS
54,54,54,9774,10860,54,0,0,54,0,0.008398533,0.008398533,0.166625738,54,54,58658.40481,0.166625738,0.000925699,1086.266756,0,DOS
54,54,54,9828,10920,54,0,0,54,0,0.008398533,0.008398533,0.167789221,54,54,58573.48853,0.167789221,0.000927012,1084.694232,0,DOS
54,54,54,9882,10980,54,0,0,54,0,0.008398533,0.008398533,0.169077873,54,54,58446.44134,0.169077873,0.000928999,1082.341506,0,DOS
59.94174757,59.94174757,6120,6120,7344,60,0.588320676,0.346121218,60,512,0.016838312,0.016838312,0.170343876,60,60,36244.33205,0.170343876,0.001686573,598.7887705,54,DOS
54,54,54,9936,11040,54,0,0,54,0,0.008398533,0.008398533,0.172143221,54,54,57719.38011,0.172143221,0.000940673,1068.877409,0,DOS
54,54,54,9990,11100,54,0,0,54,0,0.008398533,0.008398533,0.175205231,54,54,57018.84561,0.175205231,0.000952202,1055.904548,0,DOS
54,54,54,10044,11160,54,0,0,54,0,0.008398533,0.008398533,0.176737547,54,54,56830.02947,0.176737547,0.000955338,1052.407953,0,DOS
54,54,54,10098,11220,54,0,0,54,0,0.008398533,0.008398533,0.178949118,54,54,56429.44839,0.178949118,0.000962092,1044.989785,0,DOS
54,54,54,10152,11280,54,0,0,54,0,0.008398533,0.008398533,0.181559563,54,54,55915.53455,0.181559563,0.000970907,1035.472862,0,DOS
54,54,54,10206,11340,54,0,0,54,0,0.008398533,0.008398533,0.182847738,54,54,55816.93324,0.182847738,0.000972594,1033.646912,0,DOS
54,54,54,10260,11400,54,0,0,54,0,0.008398533,0.008398533,0.18386364,54,54,55802.22392,0.18386364,0.000972823,1033.374517,0,DOS
54,54,54,10314,11460,54,0,0,54,0,0.008398533,0.008398533,0.185034752,54,54,55740.88053,0.185034752,0.000973867,1032.238528,0,DOS
54,54,54,10368,11520,54,0,0,54,0,0.008398533,0.008398533,0.186037064,54,54,55730.83019,0.186037064,0.000974016,1032.052411,0,DOS
54,54,54,10422,11580,54,0,0,54,0,0.008398533,0.008398533,0.187005281,54,54,55731.04631,0.187005281,0.000973986,1032.056413,0,DOS
54,54,54,10476,11640,54,0,0,54,0,0.008398533,0.008398533,0.187031746,54,54,56011.88156,0.187031746,0.000969076,1037.257066,0,DOS
59.94230769,59.94230769,6180,6180,7416,60,0.585512975,0.342825444,60,512,0.018097162,0.018097162,0.188441038,60,60,33081.96591,0.188441038,0.001847461,546.5900688,54,DOS
54,54,54,10530,11700,54,0,0,54,0,0.008398533,0.008398533,0.191656113,54,54,54942.15579,0.191656113,0.000987918,1017.447329,0,DOS
59.94285714,59.94285714,6240,6240,7488,60,0.582745087,0.339591837,60,512,0.018097162,0.018097162,0.194809437,60,60,32308.49646,0.194809437,0.001891354,533.8550417,54,DOS
59.94339623,59.94339623,6300,6300,7560,60,0.580016081,0.336418654,60,512,0.018097162,0.018097162,0.196844101,60,60,32279.35188,0.196844101,0.001892732,533.4170518,54,DOS
54,54,54,10584,11760,54,0,0,54,0,0.008398533,0.008398533,0.198564768,54,54,53302.50736,0.198564768,0.001018281,987.0834697,0,DOS
54,54,54,10638,11820,54,0,0,54,0,0.008398533,0.008398533,0.199528933,54,54,53315.57616,0.199528933,0.001018005,987.3254844,0,DOS
54,54,54,10692,11880,54,0,0,54,0,0.008398533,0.008398533,0.20052743,54,54,53319.38889,0.20052743,0.001017906,987.3960905,0,DOS
59.94392523,59.94392523,6360,6360,7632,60,0.577325055,0.333304219,60,512,0.018097162,0.018097162,0.200779438,60,60,31945.5023,0.200779438,0.001912185,527.9425077,54,DOS
54,54,54,10746,11940,54,0,0,54,0,0.008398533,0.008398533,0.201373816,54,54,53363.44237,0.201373816,0.001017039,988.2118957,0,DOS
54,54,54,10800,12000,54,0,0,54,0,0.008398533,0.008398533,0.202162981,54,54,53422.2435,0.202162981,0.001015894,989.3008056,0,DOS
59.94444444,59.94444444,6420,6420,7704,60,0.574671135,0.330246914,60,512,0.018097162,0.018097162,0.203464985,60,60,31818.74269,0.203464985,0.001919481,525.8890126,54,DOS
54,54,54,10854,12060,54,0,0,54,0,0.008398533,0.008398533,0.205177307,54,54,52900.58707,0.205177307,0.001025887,979.6405012,0,DOS
54,54,54,10908,12120,54,0,0,54,0,0.008398533,0.008398533,0.206620693,54,54,52792.38895,0.206620693,0.001027964,977.6368323,0,DOS
54,54,54,10962,12180,54,0,0,54,0,0.008398533,0.008398533,0.209204197,54,54,52398.56638,0.209204197,0.001035664,970.3438219,0,DOS
54,54,54,11016,12240,54,0,0,54,0,0.008398533,0.008398533,0.209230661,54,54,52650.02714,0.209230661,0.001030693,975.0005025,0,DOS
54,54,54,11070,12300,54,0,0,54,0,0.008398533,0.008398533,0.209928274,54,54,52732.29652,0.209928274,0.00102906,976.5240096,0,DOS
54,54,54,11124,12360,54,0,0,54,0,0.008398533,0.008398533,0.211667538,54,54,52554.11444,0.211667538,0.001032525,973.2243416,0,DOS
54,54,54,11178,12420,54,0,0,54,0,0.008398533,0.008398533,0.21481967,54,54,52034.34124,0.21481967,0.001042814,963.5989119,0,DOS
54,54,54,11232,12480,54,0,0,54,0,0.008398533,0.008398533,0.215876102,54,54,52029.84431,0.215876102,0.00104288,963.5156353,0,DOS
54,54,54,11286,12540,54,0,0,54,0,0.008398533,0.008398533,0.215903997,54,54,52273.23317,0.215903997,0.001038,968.0228365,0,DOS
54,54,54,11340,12600,54,0,0,54,0,0.008398533,0.008398533,0.219992399,54,54,51547.23545,0.219992399,0.001052595,954.5784343,0,DOS
